1949	78.416	1438.3
2997	199.88	1417
3675	307.36	1385
1517	445.75	1358.4
4783	556.5	1333.9
1247	629.19	1319.2
1455	850.1	1270.2
1469	1293.8	1214.2
2019	1131	1240.7
2937	1354.8	1196.9
5309	1214.2	1223.4
5351	1047	1264.8
5587	946.04	1294.2
1487	1543.1	1152.9
1499	1728.1	673.56
1773	1720.2	892.45
1839	1727	324.17
1995	1728.7	139.85
2427	1717.5	975.26
3431	1730.1	220.2
3739	1661.9	1130.7
3897	1719.4	1052.9
3943	1723.9	810.38
5357	1724.8	413.8
5467	1729.9	509.86
5741	1466	1173.7
5837	1726.8	745.91
5845	1729.5	587.05
6555	1410	1183.1
1271	2230.1	1131.2
1403	1725.3	1302.8
1467	2219.9	1292.1
1599	2196	1267.3
1647	2051.6	491.34
1661	2057.7	403.23
1695	1979.3	594.2
1847	1922.1	1204
1851	1872.7	1329.6
1871	2095.3	1377.9
1879	2225.7	1470.2
1959	2242.1	1344.7
2487	2271.4	1313.9
2525	1822.1	1374
2539	2154.6	1147.5
2547	2348.6	119.56
2555	2306.5	542.75
2683	2332.9	482.23
2775	1931.7	1528.5
2779	2068.2	586.72
2805	1981.4	1027.9
2809	2183.7	1518.2
2871	2009.3	120.57
2903	2037.3	766.12
2925	2184.5	1422.7
2959	2070.8	1290.4
2967	1919.9	1337.8
2983	1716.6	1221.8
3015	1997.9	525.51
3021	2009.8	252.92
3043	2011.6	180.21
3047	2103.8	1448.2
3067	1974.9	1301.1
3183	2031.9	1061.1
3287	2279.7	1100.7
3303	1939.7	1405
3389	1981.1	1129.7
3419	2084.1	1531.5
3435	1775.9	1245
3449	1726.1	1476.9
3479	2033.6	1478
3483	2311.4	431.46
3495	1885.2	1216.7
3507	2314.3	109.3
3527	2079.6	1159.2
3559	1986.4	912.76
3579	2310.9	179.87
3663	2296.4	652.84
3699	2058.3	275.72
3735	2132.1	1269.5
3741	1832.3	1433.3
3757	2063.2	197.69
3763	2314.3	363.68
3765	2256.5	1406.8
3835	2315.2	273.41
3991	2032.1	900.85
4005	1721.6	1391.1
4007	1976.6	1480.1
4071	1892.5	1427.1
4091	2060.1	118.38
5075	2003.9	416.79
5335	2349.7	218
5363	2051.4	337.09
5365	2005.9	335.05
5423	1982.4	1183.8
5435	2292.9	798.95
5479	2283.2	969.55
5485	2287.4	883.81
5493	2115.3	1159.6
5581	2193.9	1136.1
5783	2139.3	1460.3
5803	2154.6	1362.2
6567	1774.2	1431
6605	2285	1039.4
6763	2041.7	1170.9
6829	2292.7	732.63
6869	1844.3	1218.6
10923	2029.4	983.13
2511	1741.4	1557
3293	2138.7	1556.5
3677	1815.7	1549
1151	1731.9	1986.9
1943	1745	1915.7
2003	1825.5	1888.1
2367	1829.4	1782.3
2491	2097.9	1630
2909	1715.6	1736.3
2973	1880.3	1571.2
3383	1960.3	1622.1
3485	1754.6	1755.2
3923	1779.1	1848.7
3987	1878.5	1697
5015	1845.7	1660.4
5327	1888.2	1832
5455	1725.8	1637.8
5543	1791.9	1649.2
5813	1722.8	1846.8
5843	1756.5	1680.3
6773	1888.4	1763.7
1511	2207.1	1576.2
1751	2270.2	1580.4
1895	1894.9	1889.3
2423	2204.3	1746.6
3509	2118.3	1736.9
3647	1968.5	1770.2
3671	2008.1	1741.7
3925	2137.5	1652.3
4853	2065.6	1801.2
5045	2053.9	1750.3
5725	2173	1657.9
5799	2165.7	1751.5
6823	2232.5	1660.8
3415	1996.7	812.03
3415	2035.3	834.55
3387	1717.5	1133.8
