1469	506.79	1368.2
2019	299.95	1335
2937	591.64	1373.2
5309	402.29	1347.3
5351	202.68	1330.3
5587	92.821	1325.5
1487	881.38	1401.9
1499	1326.3	833.57
1773	1316.9	1139.9
1839	1313	334.7
1995	1310.1	69.157
2427	1314.3	1254.6
3431	1315.9	185.04
3739	1090.4	1430
3897	1320.6	1363.8
3943	1322	1025.8
5357	1311.3	462.98
5467	1325.2	600.82
5741	757.27	1393
5837	1325.9	935.73
5845	1326.7	710.88
6555	672.03	1380.1
1403	1339.5	1713.4
1647	2083.8	622.3
1661	2100	474.94
1695	1897.1	775.84
1847	1767.3	1701.7
1851	1657.3	1854.3
2525	1545.4	1881.1
2539	2400.9	1788.3
2779	2135.5	786.32
2805	1909.8	1467.5
2903	2049.3	1074.1
2959	2151.9	1954.7
2967	1767.5	1903
2983	1319.4	1596.3
3015	1942	668.81
3021	1966.7	222.35
3043	1969.8	101.62
3067	1901.7	1890.8
3183	2040.4	1551.9
3389	1910.8	1627.5
3435	1441.5	1664.9
3449	1346.6	1953.8
3495	1680.9	1695.4
3527	2177.1	1746.9
3559	1919.9	1287.8
3699	2098.9	259.12
3735	2329.7	1975.8
3741	1568.8	1974.4
3757	2111.8	125.93
3991	2037.9	1292.1
4005	1336.2	1832.9
4071	1705.9	2014.6
5075	1954.7	492.12
5363	2080.3	362.93
5365	1958.2	357.97
5423	1913.8	1712.9
5493	2281.3	1776.1
6567	1443.6	1926.1
6763	2069.3	1736.4
6869	1588.8	1671.1
10923	2031.8	1424.2
3415	1943.6	1131.5
3415	2045.2	1185.5
3387	1319.4	1475.1
