2875	728.17	45.773
5549	730.77	186.38
3769	1778	165.36
3945	1261.7	196.45
1935	738.29	328.76
4733	1768.8	321.67
3545	1263	362.59
6827	729.44	422.3
3797	750.85	534.91
3513	1272.3	523.99
3291	1770.8	508.73
1275	769.03	686.98
6997	1771.6	664.39
3755	1257.6	687.69
5077	1910.1	757.66
3307	1992.3	758.5
2795	2089.3	759.18
1755	2306	750.76
3443	2189	763.05
2747	1194.8	805.03
3421	1303.1	806.61
6581	1492.7	804.73
4911	1090.4	817.32
2923	845.32	825.37
1779	968.8	824.38
4845	1401.2	814.18
2797	1130.9	919.9
3789	773.88	942.47
2989	941.27	945.59
5339	1451.7	932.14
4727	1736.5	992.34
2781	1271.7	1029.7
3029	769.37	1086.3
1723	1244.8	1166.8
5021	1733.9	1159.2
1501	767.15	1224.2
1659	1259.8	1308.3
1997	1256	1448.3
3191	798.69	1363.1
3247	828.33	1633.9
3533	820.91	1771
3915	1729.3	1456.5
4703	1712.9	1589.4
4943	803.11	1504.9
4973	1257.1	1600.4
4981	1711.6	1702.3
5811	1742.5	1311.8
1523	841.43	2005.1
2541	1265.2	1846.3
3645	1698.3	1818.8
4957	1260.8	1990.4
5019	832.34	1891.3
5965	1701.5	1937.7
3437	1579.28698730469	814.734191894531
3359	1698.42980957031	816.078613281250
3387	1267.16052246094	1711.82189941406
