4823	726.98	594.79
3317	1255.7	622.28
5069	732.2	685.4
5341	1769.2	617.8
5463	746.64	806.97
3727	1263.7	794.36
3557	1778	782.94
6557	759.1	971.04
5043	1285.2	978.98
1439	759.03	1134.3
1463	1277.3	1132
3691	1756.2	1125.3
1495	1269.3	1308.2
2875	765.81	1353.5
2743	1769.5	1301.1
5549	762.99	1485.7
3769	1778.3	1466.6
3945	1278	1496.4
1935	764.89	1623.1
4733	1777.5	1617.2
3545	1280.6	1657.5
6827	752.52	1715.1
3797	769.41	1828.2
3513	1291.2	1818.5
3291	1789.6	1803
1275	781.85	1984.5
6997	1799.1	1962.6
3755	1277.7	1986.6
1719	2220.8	329.75
3499	1555.7	460.11
3643	1368.7	477.31
3885	1695.9	465.7
4791	1201.1	484.78
5295	2365.1	336.52
5787	2049	334.23
