1495	585.07	50.378
2875	48.435	109.41
2743	1099	34.238
5549	60.019	251.91
3769	1109.6	205.37
3945	604.84	248.59
1935	76.808	396.05
4733	1110.3	356.97
3545	616.31	413.06
6827	73.35	491.21
3797	102.78	604.6
3513	635.51	572.66
3291	1123.9	538.39
1275	131.2	757.97
6997	1134.3	689.59
3755	630.85	735.71
5077	1270.6	773.14
3307	1348.6	770.13
2795	1440.1	766.33
1755	1641	748.54
3443	1533.5	765.49
2747	575.01	855.48
3421	683.75	851.5
6581	871.51	840.02
4911	470.22	873.17
2923	219.21	894.24
1779	346.51	886.66
4845	781.79	853.98
2797	517.52	973.53
3789	151.97	1016.8
2989	325.63	1010.2
5339	839.04	967.75
4727	1121.1	1010.9
2781	666.23	1074.8
3029	156.25	1163.2
1723	647.92	1213.1
5021	1129.2	1174
1501	162.54	1303.7
1659	672	1353.1
1997	677.21	1493.1
3191	204.15	1442.7
3247	252.05	1716
3533	252.96	1856.7
3915	1143.9	1465.2
4703	1136.7	1596.8
4943	217.66	1586.7
4973	688.08	1645
4981	1142.8	1707.6
5811	1147.4	1322.7
2541	712.29	1890.5
3645	1137.6	1823.3
5019	272.43	1978.6
5965	1148.5	1939.9
1949	1875.4	728.67
2997	1993	724.24
3675	2102	707.04
5941	1749.9	746.22
1517	2244.8	699.12
4783	2363.5	689.11
3387	705.44	1755.7
3359	1073.1	840.82
3437	957.02	845.48
