1743	285.49	282.74
3917	191.32	253.81
5035	88.653	243.96
5307	552.62	303.85
5739	427.78	300.62
1949	60.89	1902.3
2997	185.29	1880.1
3675	295.57	1846.9
1517	436.76	1819.5
4783	549.61	1794.2
1247	623.53	1779.1
1455	847.76	1728.7
1469	1296.2	1671.4
2019	1131.8	1698.6
2519	1219.5	363.45
2719	1073.7	392.06
2933	982.68	366.37
2937	1357.7	1653.7
3541	1312.3	376.93
3705	1155.3	360.99
5309	1215.8	1680.8
5351	1046.9	1723.2
5587	944.51	1753.4
5789	1372.4	384.71
1487	1547.2	1608.6
1499	1725.6	1127
1773	1721.4	1345
1839	1718.6	785.29
1995	1717.1	608.11
2427	1720.1	1428.2
2535	1726	490.34
2553	1425.5	383.99
2971	1728.8	414.3
3197	1524.7	389.03
3431	1719.9	685.07
3739	1666.7	1585.8
3815	1772.5	494.2
3897	1723.3	1506.7
3943	1723.7	1262.9
5357	1717.9	872.23
5467	1724.6	965.96
5741	1469.7	1629.9
5749	1473.2	400.91
5837	1725.5	1198.7
5845	1725.6	1041.7
6555	1413.3	1639.5
1271	2240	1585.5
1403	1733.6	1761.8
1467	2235.5	1750.5
1599	2210.3	1725
1647	2041.8	947.25
1661	2045.3	861.37
1695	1973	1048.3
1847	1930.8	1660.3
1851	1883.8	1789.3
1871	2111.5	1839.2
1879	2247.9	1935.3
1959	2259.9	1804.8
2487	2288.7	1773
2525	1833.4	1835.3
2539	2164.3	1602.2
2547	2320.6	588.26
2555	2295.2	997.14
2683	2319	937.9
2775	1949	1996.1
2779	2060.8	1040.7
2805	1986.2	1481
2809	2206.8	1985.5
2871	1990.3	589.38
2903	2035.2	1218.2
2925	2204.1	1885.8
2959	2084	1748.8
2967	1931.9	1797.8
2983	1723.4	1678.6
3015	1989.7	980.78
3021	1994.2	716.11
3043	1994	646.34
3047	2122.6	1912.3
3067	1986.8	1759.9
3183	2037.9	1514.5
3287	2288.9	1554.4
3303	1953.9	1867.3
3389	1988.6	1584.3
3419	2105.1	1999.4
3435	1783.8	1702.4
3449	1737.7	1942.2
3479	2051.7	1943.4
3483	2295.9	888.45
3495	1893.8	1673.3
3507	2286.8	578.49
3527	2088.8	1614.3
3559	1988.2	1364.9
3579	2286.1	645.78
3663	2289.2	1105.5
3699	2042.3	738
3735	2145.5	1727.2
3741	1845.1	1896.8
3757	2045	663.03
3763	2296.3	822.65
3765	2277	1869.3
3835	2293.8	735.5
3991	2033.6	1352.9
4005	1731.6	1853
4007	1993.5	1945.5
4071	1906.3	1890.4
4091	2039.6	587.25
5075	1992.8	874.64
5335	2325.4	682.27
5363	2037.3	797.26
5365	1992.6	795.36
5423	1991.3	1639.5
5435	2291.1	1250.5
5479	2287.7	1421.6
5485	2288.7	1335.3
5493	2124.9	1614.6
5581	2203.6	1590.5
5783	2159.2	1924.9
5803	2171.5	1823
6567	1785.8	1894.4
6605	2292	1492.2
6763	2050.9	1626.3
6829	2288.4	1184.5
6869	1852.5	1675.3
10923	2033.3	1435.7
3677	1830.7	2017.5
3387	1722.85681152344	1588.70666503906
3415	1995.87695312500	1264.06262207031
3415	2035.05383300781	1286.47314453125
