4823	488.03	366.14
3317	817.67	393.37
5069	487.59	438.24
5463	491.14	535.04
3727	814.63	539.19
6557	491.73	665.43
5043	819.89	695.87
1439	485.32	794.34
1463	807.41	824.13
1495	793.89	971.11
2875	480.3	967.17
5549	473.4	1070.6
3945	790.86	1128.9
1935	468.99	1178.1
3545	785.18	1263
6827	458.47	1248.5
3797	463.53	1338.3
3513	784.75	1397.9
1275	464.57	1461.3
3755	767.87	1534.5
5077	1124.2	1688.5
3307	1189.4	1705.5
2795	1268.3	1725.7
1755	1452.9	1763.1
3443	1352	1750.3
2747	720.96	1625.4
3421	792.84	1645.4
6581	924.26	1677.6
4911	653.16	1618.5
2923	501.61	1585.6
1779	576.5	1604.5
4845	859.68	1669.5
2797	668.4	1713
3789	441.91	1669
2989	544.53	1700.8
5339	888.48	1785.5
2781	760.18	1838.7
3029	431.29	1790
1723	734.19	1958.6
1501	420.96	1908.6
1719	1443.7	121.96
3499	1033.6	253.24
3643	900.29	269.53
3885	1136.9	257.16
4791	786.96	276.73
5295	1570.1	124.75
5787	1299	130.63
1525	1692	124.37
1743	2108.9	114.97
3917	1999.8	95.992
5035	1886.7	99.9
5739	2291.9	114.96
1949	1688.3	1811.5
2997	1815.8	1844
3675	1940.1	1860.5
5941	1559.1	1792.3
1517	2112.8	1901
4783	2265.5	1932.7
1247	2373.1	1957
