28899	5.741929e-01	1.698694e-01	2.075908e-02	2.594884e-02	1.359301e-01	6.693427e-02	4.316948e-01	2.429054e-02
23279	3.932067e-01	1.305825e-01	2.358936e-02	2.948670e-02	1.544628e-01	4.092702e-02	3.411343e-01	4.957997e-01
9369	3.640438e-01	7.096024e-01	7.645216e-02	9.556520e-02	5.006075e-01	4.688916e-01	7.810347e-01	2.116754e-01
4250	3.263308e-01	2.120832e-01	4.603792e-02	5.754741e-02	3.014556e-01	2.353695e-01	8.897601e-01	8.233123e-01
19599	2.064990e-01	7.881040e-01	7.667490e-02	9.584362e-02	5.020660e-01	2.362916e-01	7.853961e-01	2.377928e-01
19988	5.539707e-01	4.652841e-02	3.940800e-02	4.925999e-02	2.580429e-01	2.352331e-01	5.240608e-01	3.904395e-01
21024	5.183277e-01	1.291970e-01	3.698754e-02	4.623443e-02	2.421938e-01	2.421013e-01	8.267948e-01	8.947318e-01
3508	4.983781e-01	8.797586e-01	5.594569e-02	6.993211e-02	3.663315e-01	2.022599e-01	5.255748e-01	9.415989e-01
29745	2.151380e-01	2.159692e-01	3.067379e-02	3.834224e-02	2.008515e-01	7.820433e-02	3.742418e-01	8.363499e-01
15191	3.077348e-01	6.800802e-01	2.870540e-02	3.588175e-02	1.879625e-01	1.526219e-01	8.604562e-01	9.614678e-01
18382	8.547189e-01	8.888412e-01	2.255343e-02	2.819179e-02	1.476795e-01	1.237457e-01	1.741637e-02	2.769286e-01
26513	7.520034e-01	6.741484e-01	3.314380e-02	4.142975e-02	2.170251e-01	1.206088e-01	1.462819e-01	3.716221e-01
14566	2.461741e-01	9.349012e-01	3.673313e-02	4.591641e-02	2.405280e-01	2.252709e-01	2.705187e-02	4.801733e-01
25395	6.726262e-01	1.886186e-01	2.775700e-02	3.469625e-02	1.817524e-01	1.259732e-01	6.831930e-01	2.298303e-01
18322	6.594772e-01	6.013385e-01	2.128389e-02	2.660487e-02	1.393666e-01	1.090344e-01	5.556928e-01	1.497615e-01
31445	8.739090e-01	3.745993e-02	2.851639e-02	3.564548e-02	1.867248e-01	1.820121e-01	6.347114e-01	7.443395e-01
4380	1.082252e-01	2.298999e-01	4.121765e-02	5.152206e-02	2.698925e-01	1.951966e-01	4.255008e-01	4.308949e-01
615	6.923365e-01	1.448721e-01	4.636126e-02	5.795157e-02	3.035728e-01	2.974625e-01	1.595399e-01	5.954406e-01
3987	3.491135e-01	9.337393e-01	5.447297e-02	6.809122e-02	3.566882e-01	3.373199e-01	3.571303e-01	4.761782e-01
28855	2.242506e-01	1.374609e-01	4.678382e-02	5.847978e-02	3.063397e-01	1.979162e-01	3.522735e-01	5.861496e-02
16091	6.016592e-01	9.412517e-01	2.778144e-02	3.472679e-02	1.819124e-01	6.116141e-02	2.563082e-01	6.366838e-02
28679	8.173673e-01	1.798331e-01	7.824320e-02	9.780400e-02	5.123353e-01	4.693393e-01	5.809154e-01	1.918959e-01
27460	5.935195e-01	5.600728e-02	2.537303e-02	3.171628e-02	1.661422e-01	8.088122e-02	4.458371e-01	8.206525e-01
29333	3.041305e-01	7.291024e-01	2.638460e-02	3.298075e-02	1.727660e-01	1.401088e-01	6.870999e-01	9.518133e-01
3739	4.637448e-01	7.197356e-01	3.408671e-02	4.260839e-02	2.231992e-01	1.673126e-01	8.658700e-01	3.792945e-01
21639	7.167786e-01	6.742060e-01	3.229812e-02	4.037265e-02	2.114876e-01	1.919342e-01	6.285857e-01	2.356000e-01
19393	4.241092e-02	6.004744e-01	3.484397e-02	4.355496e-02	2.281577e-01	7.070616e-02	2.305118e-01	5.819884e-01
28972	1.137519e-01	7.076514e-01	4.169224e-02	5.211530e-02	2.730001e-01	8.869197e-02	9.589962e-01	4.824705e-01
6103	5.975993e-01	8.135100e-01	5.221561e-02	6.526951e-02	3.419070e-01	1.313978e-01	4.032413e-01	5.819088e-02
28587	8.142608e-01	3.725745e-01	2.603502e-02	3.254377e-02	1.704769e-01	5.111449e-02	3.880490e-01	7.146450e-01
20390	8.837700e-01	5.797434e-01	6.941812e-02	8.677265e-02	4.545488e-01	4.192217e-01	3.721136e-01	2.198655e-02
12671	9.419306e-01	9.184399e-01	5.534707e-02	6.918383e-02	3.624117e-01	2.143814e-01	5.950418e-01	1.099271e-02
32622	6.327443e-01	9.172738e-01	3.650200e-02	4.562750e-02	2.390145e-01	8.089865e-02	7.478624e-01	2.035837e-01
18891	6.734242e-01	1.113040e-01	2.083029e-02	2.603786e-02	1.363964e-01	6.684939e-02	6.386528e-01	9.318015e-01
170	6.087478e-01	2.358108e-01	2.731291e-02	3.414114e-02	1.788445e-01	6.799381e-02	8.907473e-02	5.664591e-02
31611	8.887273e-01	9.326185e-01	2.241254e-02	2.801567e-02	1.467569e-01	1.106811e-01	1.438913e-01	4.557678e-01
31481	1.295730e-01	1.466195e-01	5.449460e-02	6.811825e-02	3.568298e-01	3.567008e-01	6.217612e-01	9.461195e-01
4159	1.266928e-01	8.404974e-01	3.816597e-02	4.770747e-02	2.499102e-01	1.758013e-01	9.008006e-01	6.326010e-01
31488	8.328533e-01	4.224334e-01	2.369656e-02	2.962070e-02	1.551647e-01	6.251811e-02	9.895763e-01	7.476451e-02
3281	7.801410e-01	3.286159e-01	4.071489e-02	5.089361e-02	2.666005e-01	9.242318e-02	7.024509e-01	8.659411e-01
1799	1.905780e-01	9.557761e-01	2.464600e-02	3.080751e-02	1.613817e-01	1.452870e-01	9.834386e-01	3.309103e-01
6443	7.901823e-01	9.118248e-01	3.301063e-02	4.126329e-02	2.161531e-01	1.839974e-01	6.364234e-01	1.645318e-01
2601	8.749942e-01	3.656253e-01	2.465413e-02	3.081767e-02	1.614349e-01	6.754963e-02	2.085343e-02	1.162444e-01
9660	7.189495e-01	6.055703e-01	2.202968e-02	2.753710e-02	1.442500e-01	1.442499e-01	7.724752e-01	3.731429e-01
8462	3.443456e-01	6.168854e-02	2.259863e-02	2.824828e-02	1.479755e-01	1.441903e-01	8.829702e-01	3.883952e-01
6509	4.170349e-01	3.100492e-01	2.434590e-02	3.043238e-02	1.594166e-01	1.459168e-01	3.462374e-01	6.464444e-01
1522	3.105600e-02	9.267327e-01	2.769372e-02	3.461715e-02	1.813381e-01	1.197154e-01	9.058002e-01	6.172945e-01
29714	2.457494e-01	5.135759e-01	3.934330e-02	4.917912e-02	2.576193e-01	1.967941e-01	6.345919e-01	3.993682e-02
4662	7.566906e-01	5.602878e-01	6.663571e-02	8.329464e-02	4.363296e-01	3.057155e-01	3.147671e-02	5.389782e-01
3458	6.970953e-01	5.062414e-01	4.226227e-02	5.282784e-02	2.767327e-01	2.470703e-01	3.550796e-01	2.496483e-01
13621	7.080020e-01	9.621188e-01	2.894974e-02	3.618717e-02	1.895624e-01	1.864813e-01	3.268195e-01	2.308396e-01
12190	9.292035e-01	6.324041e-01	2.312348e-02	2.890435e-02	1.514122e-01	1.107534e-01	4.769247e-01	5.242324e-03
27315	1.284792e-01	2.944212e-01	2.247494e-02	2.809367e-02	1.471655e-01	1.143131e-01	6.557118e-01	2.129987e-01
12387	4.058081e-01	8.440178e-01	2.190703e-02	2.738379e-02	1.434469e-01	1.312211e-01	2.783372e-01	2.555342e-01
13036	6.592973e-01	2.561882e-01	2.135034e-02	2.668793e-02	1.398017e-01	1.357764e-01	4.841514e-01	7.543975e-01
32487	5.251524e-01	5.182142e-01	3.864248e-02	4.830310e-02	2.530303e-01	2.070523e-01	2.069102e-01	3.044839e-02
24078	4.646713e-01	4.229855e-01	6.970432e-02	8.713041e-02	4.564228e-01	1.682935e-01	1.184780e-02	3.898473e-02
31676	9.672834e-01	6.264815e-01	2.149466e-02	2.686832e-02	1.407467e-01	4.076649e-02	7.692296e-01	8.235508e-02
15431	2.598579e-01	3.358550e-01	6.609531e-02	8.261914e-02	4.327910e-01	4.008699e-01	6.087194e-01	1.912911e-01
32747	8.511518e-01	7.675849e-01	3.388889e-02	4.236112e-02	2.219040e-01	1.868420e-01	8.823354e-02	4.420715e-01
17601	7.426706e-01	3.237800e-01	2.351246e-02	2.939058e-02	1.539592e-01	1.411814e-01	7.731680e-01	1.745079e-01
20764	3.446904e-01	4.273503e-01	3.039937e-02	3.799922e-02	1.990546e-01	1.572185e-01	9.280813e-01	6.126338e-01
14285	5.186646e-01	3.533720e-01	2.150155e-02	2.687694e-02	1.407918e-01	4.884174e-02	5.532107e-01	6.707332e-01
31713	5.909383e-01	4.006558e-01	7.084817e-02	8.856021e-02	4.639127e-01	2.801790e-01	7.519354e-02	6.170340e-01
21157	7.227532e-01	6.559760e-02	4.677460e-02	5.846825e-02	3.062794e-01	2.537235e-01	9.309893e-02	5.172912e-01
32011	6.627019e-01	6.943279e-01	3.212602e-02	4.015753e-02	2.103607e-01	9.566351e-02	4.960328e-01	8.552944e-01
7506	4.536388e-01	9.298938e-01	3.160244e-02	3.950305e-02	2.069323e-01	1.627274e-01	8.811878e-02	4.166548e-01
17400	3.365823e-01	8.476738e-01	5.338178e-02	6.672723e-02	3.495431e-01	2.292543e-01	1.410310e-01	8.118680e-01
23912	5.716419e-01	5.828274e-01	2.297378e-02	2.871723e-02	1.504320e-01	1.030259e-01	4.542612e-01	4.172442e-02
7662	1.787622e-01	9.413506e-02	3.226969e-02	4.033711e-02	2.113014e-01	2.109682e-01	7.372109e-01	4.008538e-01
4039	2.030503e-01	6.802515e-01	4.697567e-02	5.871958e-02	3.075959e-01	1.437107e-01	8.056392e-02	8.388291e-01
4513	7.335863e-01	7.648134e-01	7.873803e-02	9.842254e-02	5.155754e-01	4.601866e-01	2.653821e-01	7.489431e-03
2079	7.887632e-01	9.550673e-01	2.458718e-02	3.073397e-02	1.609965e-01	9.360972e-02	9.003165e-01	1.051426e-02
26496	3.000595e-01	2.797538e-01	2.850768e-02	3.563460e-02	1.866679e-01	5.870811e-02	1.487655e-01	3.343080e-01
8856	2.346556e-01	6.256824e-01	3.067300e-02	3.834124e-02	2.008463e-01	1.652967e-01	8.687102e-01	9.111871e-01
